fid,month,year,site,water,temp,s.temp,sal,sal2,vvha,vvha.l,vvha.u,pilf,pilf.l,pilf.u,tlh,tlh.l,tlh.u,tdh,tdh.l,tdh.u,trh,trh.l,trh.u,log.vvha,log.pilf,log.tlh,log.tdh,log.trh,water.log.vvha,water.log.pilf,water.log.tlh,water.log.tdh,water.log.trh,chlo,pheo,turb
167,7,2014,1,42,27,0.969138037,12,144,93000,23000,380000,1500,410,5200,420,100,1700,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,1.14E+01,7.31E+00,2.62E+00,-2.36E+01,1.28E+00,5.010635294,0.832909123,2.708050201,-26.40724568,-26.40724568,22.13,3.17,15
168,7,2014,1,42,27,0.969138037,12,144,21000,6100,73000,920,230,3700,1400,400,5100,9.2,2.3,37,5.40E-11,5.40E-11,5.40E-11,9.95E+00,6.82E+00,3.15E+00,2.22E+00,-2.36E+01,5.010635294,0.832909123,2.708050201,-26.40724568,-26.40724568,22.13,3.17,15
169,7,2014,2,43,28,1.142459953,20,400,420,100,1700,230,66,800,920,230,3700,9.2,2.3,37,3.6,0.51,25,6.04E+00,5.44E+00,2.96E+00,2.22E+00,1.28E+00,5.347107531,4.700480366,7.003065459,-26.40724568,-26.40724568,9.26,3.19,3.3
170,7,2014,2,43,28,1.142459953,20,400,1500,410,5200,920,230,3700,15000,4100,52000,3.6,0.51,25,9.2,2.3,37,7.31E+00,6.82E+00,4.18E+00,1.28E+00,2.22E+00,5.347107531,4.700480366,7.003065459,-26.40724568,-26.40724568,9.26,3.19,3.3
171,7,2014,2,43,28,1.142459953,20,400,1500,410,5200,230,66,800,2300,660,8000,7.3,1.7,33,23,6.6,80,7.31E+00,5.44E+00,3.36E+00,1.99E+00,3.14E+00,5.347107531,4.700480366,7.003065459,-26.40724568,-26.40724568,9.26,3.19,3.3
172,7,2014,2,43,28,1.142459953,20,400,380,97,1500,380,97,1500,4200,1000,17000,7.3,1.7,33,5.40E-11,5.40E-11,5.40E-11,5.94E+00,5.94E+00,3.62E+00,1.99E+00,-2.36E+01,5.347107531,4.700480366,7.003065459,-26.40724568,-26.40724568,9.26,3.19,3.3
173,7,2014,4,44,27,0.969138037,33,1089,7.2,1.6,32,3.6,0.51,25,150,41,520,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.97E+00,1.28E+00,2.18E+00,-2.36E+01,-2.36E+01,-1.021651248,-26.40724568,4.521788577,-26.40724568,-26.40724568,11.68,2.87,8
174,7,2014,4,44,27,0.969138037,33,1089,15,4.1,52,15,4.1,52,420,100,1700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.71E+00,2.71E+00,2.62E+00,-2.36E+01,-2.36E+01,-1.021651248,-26.40724568,4.521788577,-26.40724568,-26.40724568,11.68,2.87,8
175,7,2014,4,44,27,0.969138037,33,1089,40,10,160,3.6,0.51,25,4200,1000,17000,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,3.69E+00,1.28E+00,3.62E+00,1.28E+00,-2.36E+01,-1.021651248,-26.40724568,4.521788577,-26.40724568,-26.40724568,11.68,2.87,8
176,7,2014,4,44,27,0.969138037,33,1089,9.2,2.3,37,5.40E-11,5.40E-11,5.40E-11,920,230,3700,7.3,1.7,33,5.40E-11,5.40E-11,5.40E-11,2.22E+00,-2.36E+01,2.96E+00,1.99E+00,-2.36E+01,-1.021651248,-26.40724568,4.521788577,-26.40724568,-26.40724568,11.68,2.87,8
177,7,2014,1,45,26,0.795816121,11,121,460000,100000,2100000,4200,1000,17000,920,230,3700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.30E+01,8.34E+00,2.96E+00,-2.36E+01,-2.36E+01,4.304065093,2.219203484,2.63905733,-26.40724568,-26.40724568,22.51,3.23,18.1
178,7,2014,1,45,26,0.795816121,11,121,23000,6600,81000,2300,660,8000,92,23,370,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,1.00E+01,7.74E+00,1.96E+00,1.28E+00,-2.36E+01,4.304065093,2.219203484,2.63905733,-26.40724568,-26.40724568,22.51,3.23,18.1
179,7,2014,1,45,26,0.795816121,11,121,20000,5700,69000,3800,970,15000,1400,400,5100,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,9.90E+00,8.24E+00,3.15E+00,1.28E+00,-2.36E+01,4.304065093,2.219203484,2.63905733,-26.40724568,-26.40724568,22.51,3.23,18.1
180,7,2014,1,45,26,0.795816121,11,121,43000,10000,180000,1400,400,5100,740,170,3100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.07E+01,7.24E+00,2.87E+00,-2.36E+01,-2.36E+01,4.304065093,2.219203484,2.63905733,-26.40724568,-26.40724568,22.51,3.23,18.1
181,7,2014,2,46,25,0.622494205,22,484,4200,1000,17000,420,100,1700,6100,1400,27000,9.2,2.3,37,5.40E-11,5.40E-11,5.40E-11,8.34E+00,6.04E+00,3.79E+00,2.22E+00,-2.36E+01,2.708050201,-0.083381609,1.435084525,-26.40724568,-26.40724568,9.12,2.61,4.3
182,7,2014,2,46,25,0.622494205,22,484,7400,1700,31000,420,100,1700,920,230,3700,5.40E-11,5.40E-11,5.40E-11,9.20E+00,2.30E+00,3.70E+01,8.91E+00,6.04E+00,2.96E+00,-2.36E+01,2.22E+00,2.708050201,-0.083381609,1.435084525,-26.40724568,-26.40724568,9.12,2.61,4.3
183,7,2014,2,46,25,0.622494205,22,484,2300,660,8000,920,230,3700,3800,970,15000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,7.74E+00,6.82E+00,3.58E+00,-2.36E+01,1.28E+00,2.708050201,-0.083381609,1.435084525,-26.40724568,-26.40724568,9.12,2.61,4.3
184,7,2014,2,46,25,0.622494205,22,484,1500,410,5200,380,97,1500,920,230,3700,9.2,2.3,37,5.40E-11,5.40E-11,5.40E-11,7.31E+00,5.94E+00,2.96E+00,2.22E+00,-2.36E+01,2.708050201,-0.083381609,1.435084525,-26.40724568,-26.40724568,9.12,2.61,4.3
185,7,2014,4,47,26,0.795816121,33,1089,19,5.5,66,5.40E-11,5.40E-11,5.40E-11,380,97,1500,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,2.94E+00,-2.36E+01,2.58E+00,1.28E+00,-2.36E+01,0.09531018,-26.40724568,2.63905733,-26.40724568,-26.40724568,32.47,7.4,44.5
186,7,2014,4,47,26,0.795816121,33,1089,3,0.38,25,5.40E-11,5.40E-11,5.40E-11,920,230,3700,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,1.10E+00,-2.36E+01,2.96E+00,1.28E+00,-2.36E+01,0.09531018,-26.40724568,2.63905733,-26.40724568,-26.40724568,32.47,7.4,44.5
187,7,2014,4,47,26,0.795816121,33,1089,11,2.9,42,3,0.37,25,380,97,1500,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.40E+00,1.10E+00,2.58E+00,-2.36E+01,-2.36E+01,0.09531018,-26.40724568,2.63905733,-26.40724568,-26.40724568,32.47,7.4,44.5
188,7,2014,4,47,26,0.795816121,33,1089,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,420,100,1700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,-2.36E+01,-2.36E+01,2.62E+00,-2.36E+01,-2.36E+01,0.09531018,-26.40724568,2.63905733,-26.40724568,-26.40724568,32.47,7.4,44.5
189,8,2014,1,48,27,0.969138037,12,144,43000,10000,180000,9200,2300,37000,2000,570,6900,5.40E-11,5.40E-11,5.40E-11,1.50E+01,4.10E+00,5.20E+01,1.07E+01,9.13E+00,3.30E+00,-2.36E+01,2.71E+00,4.304065093,4.304065093,2.00148,-26.40724568,-26.40724568,21.36,12.83,6.3
190,8,2014,1,48,27,0.969138037,12,144,9200,2300,37000,2300,660,8000,920,230,3700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,9.13E+00,7.74E+00,2.96E+00,-2.36E+01,-2.36E+01,4.304065093,4.304065093,2.00148,-26.40724568,-26.40724568,21.36,12.83,6.3
191,8,2014,1,48,27,0.969138037,12,144,75000,18000,320000,9200,2300,37000,620,140,2700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.12E+01,9.13E+00,2.79E+00,-2.36E+01,-2.36E+01,4.304065093,4.304065093,2.00148,-26.40724568,-26.40724568,21.36,12.83,6.3
192,8,2014,1,48,27,0.969138037,12,144,38000,9700,150000,2300,660,8000,380,97,1500,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.05E+01,7.74E+00,2.58E+00,-2.36E+01,-2.36E+01,4.304065093,4.304065093,2.00148,-26.40724568,-26.40724568,21.36,12.83,6.3
193,8,2014,2,49,25,0.622494205,21,441,23000,6600,81000,740,170,3100,420,100,1700,3,0.38,25,3.6,0.51,25,1.00E+01,6.61E+00,2.62E+00,1.10E+00,1.28E+00,4.521788577,3.737669618,4.304065093,-1.203972804,-1.021651248,8.28,0.55,6.6
194,8,2014,2,49,25,0.622494205,21,441,4200,1000,17000,1500,410,5200,920,230,3700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,8.34E+00,7.31E+00,2.96E+00,-2.36E+01,-2.36E+01,4.521788577,3.737669618,4.304065093,-1.203972804,-1.021651248,8.28,0.55,6.6
195,8,2014,2,49,25,0.622494205,21,441,43000,10000,180000,340,89,1300,740,170,3100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.07E+01,5.83E+00,2.87E+00,-2.36E+01,-2.36E+01,4.521788577,3.737669618,4.304065093,-1.203972804,-1.021651248,8.28,0.55,6.6
196,8,2014,2,49,25,0.622494205,21,441,4200,1000,17000,1500,410,5200,1500,410,5200,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,8.34E+00,7.31E+00,3.18E+00,-2.36E+01,1.28E+00,4.521788577,3.737669618,4.304065093,-1.203972804,-1.021651248,8.28,0.55,6.6
197,8,2014,4,50,26,0.795816121,35,1225,6,1.2,30,5.40E-11,5.40E-11,5.40E-11,1100,290,4200,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.79E+00,-2.36E+01,3.04E+00,-2.36E+01,-2.36E+01,-1.021651248,-26.40724568,2.219203484,-26.40724568,-26.40724568,4.91,2.17,15.9
198,8,2014,4,50,26,0.795816121,35,1225,6.1,1.2,30,5.40E-11,5.40E-11,5.40E-11,1400,400,5100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.81E+00,-2.36E+01,3.15E+00,-2.36E+01,-2.36E+01,-1.021651248,-26.40724568,2.219203484,-26.40724568,-26.40724568,4.91,2.17,15.9
199,8,2014,4,50,26,0.795816121,35,1225,15,4.1,52,5.40E-11,5.40E-11,5.40E-11,740,170,3100,3,0.37,25,5.40E-11,5.40E-11,5.40E-11,2.71E+00,-2.36E+01,2.87E+00,1.10E+00,-2.36E+01,-1.021651248,-26.40724568,2.219203484,-26.40724568,-26.40724568,4.91,2.17,15.9
200,8,2014,4,50,26,0.795816121,35,1225,9.2,2.3,37,5.40E-11,5.40E-11,5.40E-11,280,79,1000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.22E+00,-2.36E+01,2.45E+00,-2.36E+01,-2.36E+01,-1.021651248,-26.40724568,2.219203484,-26.40724568,-26.40724568,4.91,2.17,15.9
201,8,2014,1,51,25,0.622494205,11,121,23000,6600,81000,920,230,3700,920,230,3700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.00E+01,6.82E+00,2.96E+00,-2.36E+01,-2.36E+01,5.010635294,3.63758616,3.555348061,-26.40724568,-26.40724568,14.38,3.44,4.7
202,8,2014,1,51,25,0.622494205,11,121,43000,10000,180000,3800,970,15000,420,100,1700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.07E+01,8.24E+00,2.62E+00,-2.36E+01,-2.36E+01,5.010635294,3.63758616,3.555348061,-26.40724568,-26.40724568,14.38,3.44,4.7
203,8,2014,1,51,25,0.622494205,11,121,23000,6600,81000,2300,660,8000,420,100,1700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.00E+01,7.74E+00,2.62E+00,-2.36E+01,-2.36E+01,5.010635294,3.63758616,3.555348061,-26.40724568,-26.40724568,14.38,3.44,4.7
204,8,2014,1,51,25,0.622494205,11,121,23000,6600,81000,2300,660,8000,4200,1000,17000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.00E+01,7.74E+00,3.62E+00,-2.36E+01,-2.36E+01,5.010635294,3.63758616,3.555348061,-26.40724568,-26.40724568,14.38,3.44,4.7
205,8,2014,2,52,24,0.449172289,21,441,9200,2300,37000,740,170,3100,9200,2300,37000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,9.13E+00,6.61E+00,3.96E+00,-2.36E+01,-2.36E+01,5.010635294,1.335001067,3.737669618,-26.40724568,-1.021651248,10.93,7.72,3.7
206,8,2014,2,52,24,0.449172289,21,441,4200,1000,17000,740,170,3100,740,170,3100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,8.34E+00,6.61E+00,2.87E+00,-2.36E+01,-2.36E+01,5.010635294,1.335001067,3.737669618,-26.40724568,-1.021651248,10.93,7.72,3.7
207,8,2014,2,52,24,0.449172289,21,441,2300,660,8000,210,61,730,1500,410,5200,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,7.74E+00,5.35E+00,3.18E+00,-2.36E+01,-2.36E+01,5.010635294,1.335001067,3.737669618,-26.40724568,-1.021651248,10.93,7.72,3.7
208,8,2014,2,52,24,0.449172289,21,441,1500,410,5200,420,100,1700,4200,1000,17000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,7.31E+00,6.04E+00,3.62E+00,-2.36E+01,-2.36E+01,5.010635294,1.335001067,3.737669618,-26.40724568,-1.021651248,10.93,7.72,3.7
209,8,2014,4,53,25,0.622494205,35,1225,20,5.9,71,3.6,0.51,25,630,140,2700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,3.00E+00,1.28E+00,2.80E+00,-2.36E+01,-2.36E+01,-1.203972804,-26.40724568,1.435084525,-26.40724568,-26.40724568,4.91,2.17,15.9
210,8,2014,4,53,25,0.622494205,35,1225,6,1.2,30,3,0.37,25,740,170,3100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.79E+00,1.10E+00,2.87E+00,-2.36E+01,-2.36E+01,-1.203972804,-26.40724568,1.435084525,-26.40724568,-26.40724568,4.91,2.17,15.9
211,8,2014,4,53,25,0.622494205,35,1225,6,1.2,30,3,0.37,25,1500,410,5200,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.79E+00,1.10E+00,3.18E+00,-2.36E+01,-2.36E+01,-1.203972804,-26.40724568,1.435084525,-26.40724568,-26.40724568,4.91,2.17,15.9
212,8,2014,4,53,25,0.622494205,35,1225,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,740,170,3100,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,-2.36E+01,-2.36E+01,2.87E+00,-2.36E+01,-2.36E+01,-1.203972804,-26.40724568,1.435084525,-26.40724568,-26.40724568,4.91,2.17,15.9
213,9,2014,1,54,24,0.449172289,15,225,75000,18000,320000,9200,2300,37000,3800,970,15000,3.6,0.51,25,7.3,1.7,33,1.12E+01,9.13E+00,3.58E+00,1.28E+00,1.99E+00,9.137769679,6.606650186,4.941642423,-26.40724568,-26.40724568,17.17,9.37,6.4
214,9,2014,1,54,24,0.449172289,15,225,93000,23000,380000,15000,4100,52000,2700,750,9500,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.14E+01,9.62E+00,3.43E+00,-2.36E+01,-2.36E+01,9.137769679,6.606650186,4.941642423,-26.40724568,-26.40724568,17.17,9.37,6.4
215,9,2014,1,54,24,0.449172289,15,225,23000,6600,81000,1500,410,5200,2100,610,7300,5.40E-11,5.40E-11,5.40E-11,7.30E+00,1.70E+00,3.30E+01,1.00E+01,7.31E+00,3.32E+00,-2.36E+01,1.99E+00,9.137769679,6.606650186,4.941642423,-26.40724568,-26.40724568,17.17,9.37,6.4
216,9,2014,1,54,24,0.449172289,15,225,120000,30000,440000,23000,6600,81000,2100,610,7300,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,1.17E+01,1.00E+01,3.32E+00,-2.36E+01,1.28E+00,9.137769679,6.606650186,4.941642423,-26.40724568,-26.40724568,17.17,9.37,6.4
217,9,2014,2,55,24,0.449172289,22,484,93000,23000,380000,1500,440,5400,21000,6100,73000,9.2,2.3,37,3.6,0.51,25,1.14E+01,7.31E+00,4.32E+00,2.22E+00,1.28E+00,6.040254711,4.304065093,7.313220387,-26.40724568,-26.40724568,18.31,16.1,41.1
218,9,2014,2,55,24,0.449172289,22,484,43000,10000,180000,15000,4100,52000,23000,6600,81000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.07E+01,9.62E+00,4.36E+00,-2.36E+01,-2.36E+01,6.040254711,4.304065093,7.313220387,-26.40724568,-26.40724568,18.31,16.1,41.1
219,9,2014,2,55,24,0.449172289,22,484,3800,970,15000,230,66,800,9200,2300,37000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,8.24E+00,5.44E+00,3.96E+00,-2.36E+01,1.28E+00,6.040254711,4.304065093,7.313220387,-26.40724568,-26.40724568,18.31,16.1,41.1
220,9,2014,2,55,24,0.449172289,22,484,9200,2300,37000,1500,410,5200,9200,2300,37000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,9.13E+00,7.31E+00,3.96E+00,-2.36E+01,-2.36E+01,6.040254711,4.304065093,7.313220387,-26.40724568,-26.40724568,18.31,16.1,41.1
221,9,2014,4,56,25,0.622494205,30,900,27,7.5,95,11,2.9,42,4200,1000,17000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,3.30E+00,2.40E+00,3.62E+00,-2.36E+01,-2.36E+01,0.405465108,-1.203972804,4.700480366,-1.021651248,-26.40724568,7.7,8.22,43.8
222,9,2014,4,56,25,0.622494205,30,900,11,3,42,3,0.38,25,150,41,520,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.40E+00,1.10E+00,2.18E+00,-2.36E+01,-2.36E+01,0.405465108,-1.203972804,4.700480366,-1.021651248,-26.40724568,7.7,8.22,43.8
223,9,2014,4,56,25,0.622494205,30,900,20,5.7,69,9.2,2.3,37,270,75,950,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,3.00E+00,2.22E+00,2.43E+00,-2.36E+01,-2.36E+01,0.405465108,-1.203972804,4.700480366,-1.021651248,-26.40724568,7.7,8.22,43.8
224,9,2014,4,56,25,0.622494205,30,900,3,0.37,25,5.40E-11,5.40E-11,5.40E-11,260,73,910,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.10E+00,-2.36E+01,2.41E+00,-2.36E+01,-2.36E+01,0.405465108,-1.203972804,4.700480366,-1.021651248,-26.40724568,7.7,8.22,43.8
225,9,2014,1,57,22,0.102528457,14,196,15000,4100,52000,4200,1000,17000,23000,6600,81000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,9.62E+00,8.34E+00,4.36E+00,-2.36E+01,-2.36E+01,8.366370302,6.606650186,6.845879875,-26.40724568,-26.40724568,13.95,0.77,11.8
226,9,2014,1,57,22,0.102528457,14,196,9200,2300,37000,2300,660,8000,29000,7900,100000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,9.13E+00,7.74E+00,4.46E+00,-2.36E+01,-2.36E+01,8.366370302,6.606650186,6.845879875,-26.40724568,-26.40724568,13.95,0.77,11.8
227,9,2014,1,57,22,0.102528457,14,196,460000,100000,2100000,11000,3000,43000,240000,67000,860000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,1.30E+01,9.31E+00,5.38E+00,-2.36E+01,1.28E+00,8.366370302,6.606650186,6.845879875,-26.40724568,-26.40724568,13.95,0.77,11.8
228,9,2014,1,57,22,0.102528457,14,196,93000,23000,380000,1100,300,4200,21000,6100,73000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.14E+01,7.00E+00,4.32E+00,-2.36E+01,-2.36E+01,8.366370302,6.606650186,6.845879875,-26.40724568,-26.40724568,13.95,0.77,11.8
229,9,2014,2,58,24,0.449172289,21,441,4200,1000,17000,420,100,1700,23000,6600,81000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,8.34E+00,6.04E+00,4.36E+00,-2.36E+01,1.28E+00,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6.45,1.87,7.8
230,9,2014,2,58,24,0.449172289,21,441,2800,770,9900,3800,970,15000,7400,1700,31000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,7.94E+00,8.24E+00,3.87E+00,-2.36E+01,-2.36E+01,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6.45,1.87,7.8
231,9,2014,2,58,24,0.449172289,21,441,2100,610,7300,230,66,800,3800,970,15000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,7.65E+00,5.44E+00,3.58E+00,-2.36E+01,1.28E+00,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6.45,1.87,7.8
232,9,2014,2,58,24,0.449172289,21,441,4200,1000,17000,230,66,800,9200,2300,37000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,8.34E+00,5.44E+00,3.96E+00,-2.36E+01,1.28E+00,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6.45,1.87,7.8
233,9,2014,4,59,22,0.102528457,34,1156,6,1.2,30,3,0.37,25,920,230,3700,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,1.79E+00,1.10E+00,2.96E+00,-2.36E+01,-2.36E+01,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6,2.48,17.8
234,9,2014,4,59,22,0.102528457,34,1156,440,110,1800,280,79,1000,270,77,990,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,6.09E+00,5.63E+00,2.43E+00,-2.36E+01,-2.36E+01,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6,2.48,17.8
235,9,2014,4,59,22,0.102528457,34,1156,240,67,820,12,3.2,44,2600,730,9200,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.48E+00,2.48E+00,3.41E+00,-2.36E+01,-2.36E+01,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6,2.48,17.8
236,9,2014,4,59,22,0.102528457,34,1156,11,2.9,42,3,0.37,25,92,23,370,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.40E+00,1.10E+00,1.96E+00,-2.36E+01,-2.36E+01,3.135494216,1.435084525,5.347107531,-26.40724568,-26.40724568,6,2.48,17.8
237,10,2014,1,60,20,-0.244115375,12,144,93000,23000,380000,2300,660,8000,4200,1000,17000,3.6,0.51,25,7.3,1.7,33,1.14E+01,7.74E+00,3.62E+00,1.28E+00,1.99E+00,10.73639668,8.366370302,9.137769679,-1.021651248,0.09531018,24.55,4.22,6
238,10,2014,1,60,20,-0.244115375,12,144,240000,67000,860000,6300,1400,27000,15000,4100,52000,5.40E-11,5.40E-11,5.40E-11,7.30E+00,1.70E+00,3.30E+01,1.24E+01,8.75E+00,4.18E+00,-2.36E+01,1.99E+00,10.73639668,8.366370302,9.137769679,-1.021651248,0.09531018,24.55,4.22,6
239,10,2014,1,60,20,-0.244115375,12,144,150000,42000,540000,15000,4100,52000,20000,5900,71000,3,0.37,25,9.2,2.3,37,1.19E+01,9.62E+00,4.30E+00,1.10E+00,2.22E+00,10.73639668,8.366370302,9.137769679,-1.021651248,0.09531018,24.55,4.22,6
240,10,2014,1,60,20,-0.244115375,12,144,100000000,NA,NA,15000,4300,53000,27000,7500,96000,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,1.84E+01,9.62E+00,4.43E+00,1.28E+00,-2.36E+01,10.73639668,8.366370302,9.137769679,-1.021651248,0.09531018,24.55,4.22,6
241,10,2014,2,61,18,-0.590759207,24,576,920,230,3700,110,30,430,9200,2300,37000,7.3,1.7,33,3.6,0.51,25,6.82E+00,4.70E+00,3.96E+00,1.99E+00,1.28E+00,5.347107531,0.693147181,6.040254711,-26.40724568,-1.021651248,7.81,5.11,13.4
242,10,2014,2,61,18,-0.590759207,24,576,1100,290,4200,730,170,3100,43000,10000,180000,5.40E-11,5.40E-11,5.40E-11,3.60E+00,5.10E-01,2.50E+01,7.00E+00,6.59E+00,4.63E+00,-2.36E+01,1.28E+00,5.347107531,0.693147181,6.040254711,-26.40724568,-1.021651248,7.81,5.11,13.4
243,10,2014,2,61,18,-0.590759207,24,576,350,91,1300,42,10,170,7400,1700,31000,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.86E+00,3.74E+00,3.87E+00,-2.36E+01,-2.36E+01,5.347107531,0.693147181,6.040254711,-26.40724568,-1.021651248,7.81,5.11,13.4
244,10,2014,2,61,18,-0.590759207,24,576,1600,450,5500,140,40,510,23000,6600,81000,5.40E-11,5.40E-11,5.40E-11,9.20E+00,2.30E+00,3.70E+01,7.38E+00,4.94E+00,4.36E+00,-2.36E+01,2.22E+00,5.347107531,0.693147181,6.040254711,-26.40724568,-1.021651248,7.81,5.11,13.4
245,10,2014,4,62,19,-0.417437291,32,1024,19,5.6,68,7.3,1.7,33,92,23,370,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.94E+00,1.99E+00,1.96E+00,-2.36E+01,-2.36E+01,-26.40724568,-26.40724568,-0.083381609,-26.40724568,-26.40724568,2.77,1.21,7.2
246,10,2014,4,62,19,-0.417437291,32,1024,23,6.6,80,5.40E-11,5.40E-11,5.40E-11,38,9.7,150,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,3.14E+00,-2.36E+01,1.58E+00,-2.36E+01,-2.36E+01,-26.40724568,-26.40724568,-0.083381609,-26.40724568,-26.40724568,2.77,1.21,7.2
247,10,2014,4,62,19,-0.417437291,32,1024,6,1.2,30,5.40E-11,5.40E-11,5.40E-11,110,30,430,3.6,0.51,25,5.40E-11,5.40E-11,5.40E-11,1.79E+00,-2.36E+01,2.04E+00,1.28E+00,-2.36E+01,-26.40724568,-26.40724568,-0.083381609,-26.40724568,-26.40724568,2.77,1.21,7.2
248,10,2014,4,62,19,-0.417437291,32,1024,11,3,42,3,0.37,25,74,17,310,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,5.40E-11,2.40E+00,1.10E+00,1.87E+00,-2.36E+01,-2.36E+01,-26.40724568,-26.40724568,-0.083381609,-26.40724568,-26.40724568,2.77,1.21,7.2
